time [ms],altitude [cm],airspeed [x0.01 m/s],angle_of_attack [x0.1 deg],airdata_pressure [hPa],airdata_temperature [degC],rotation [x0.1 rpm],rotation_voltage [0.01 V],elevator_angle [deg],rudder_angle [deg],trim [deg],trim_sign,servo_received,screen_toggle,pitch [x0.1 deg],roll [x0.1 deg],gyro_temperature [x0.01 degC],servo_voltage [x0.01 V],servo_current [x0.01 A],main_voltage [x0.01 V],temperature [x0.01 degC],pressure [x0.01 hPa],humidity [x0.01 p.c.],GPS_time (GMT+9:00),latitude [x0.000001 deg],longitude [x0.000001 deg],GPS_altitude [x0.1 cm]
00184328,0111,0000,0000,0000,00,0000,000,090,088,00,+,1,0,-052,+005,2100,0788,0090,0792,2363,101148,8179,03:16:38,34474136,133488728,-0009
00184828,0113,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-046,-015,2100,0781,0050,0791,2363,101147,8176,03:16:40,34474136,133488728,-0009
00185328,0115,0000,0000,0000,00,0000,000,092,087,00,+,1,0,-042,-004,2105,0797,0018,0791,2364,101149,8174,03:16:40,34474136,133488728,-0009
00185828,0119,0000,0000,0000,00,0000,000,095,087,00,+,1,0,-050,+000,2105,0798,0005,0791,2365,101150,8170,03:16:41,34474136,133488728,-0009
00186328,0119,0000,0000,0000,00,0000,000,127,092,00,+,1,0,-045,-003,2105,0798,0017,0791,2367,101145,8172,03:16:41,34474136,133488728,-0009
00186828,0119,0000,0000,0000,00,0000,000,147,098,00,+,1,0,-048,-018,2105,0798,0011,0791,2368,101148,8167,03:16:42,34474136,133488730,-0009
00187328,0109,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-039,-012,2114,0798,0007,0791,2369,101151,8164,03:16:42,34474136,133488730,-0009
00187828,0105,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-049,-007,2105,0799,0005,0791,2370,101148,8163,03:16:43,34474135,133488730,-0009
00188328,0105,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-040,-002,2110,0799,0005,0791,2371,101148,8160,03:16:43,34474135,133488730,-0009
00188828,0100,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-045,+000,2100,0799,0005,0791,2372,101148,8157,03:16:44,34474135,133488730,-0009
00189328,0100,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-041,-009,2114,0799,0005,0792,2372,101146,8154,03:16:44,34474135,133488730,-0009
00189828,0098,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-041,-001,2105,0799,0005,0791,2373,101149,0000,03:16:45,34474135,133488730,-0009
00190328,0098,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-046,-007,2110,0799,0005,0791,2374,101151,8150,03:16:45,34474135,133488730,-0009
00190828,0096,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-045,-008,2114,0799,0005,0789,2375,101149,8147,03:16:46,34474135,133488730,-0009
00191328,0098,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-047,-004,2095,0799,0005,0791,2376,101152,8141,03:16:46,34474135,133488730,-0009
00191828,0096,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-038,-011,2105,0799,0005,0791,2376,101152,8136,03:16:47,34474133,133488730,-0009
00192328,0098,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-045,-007,2114,0799,0005,0791,2377,101152,8129,03:16:47,34474133,133488730,-0009
00192828,0098,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-045,-005,2119,0799,0005,0791,2378,101150,8122,03:16:48,34474133,133488730,-0009
00193328,0096,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-046,-009,2114,0799,0005,0791,2378,101149,8118,03:16:48,34474133,133488730,-0009
00193828,0098,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-044,-004,2114,0799,0005,0791,2379,101151,8116,03:16:49,34474133,133488731,-0009
00194328,0098,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-045,-005,2114,0799,0005,0791,2380,101151,8112,03:16:49,34474133,133488731,-0009
00194828,0096,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-046,-011,2114,0799,0005,0791,2381,101150,8108,03:16:50,34474133,133488731,-0009
00195328,0098,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-044,-006,2110,0799,0005,0791,2381,101151,8098,03:16:50,34474133,133488731,-0009
00195828,0098,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-050,-002,2119,0799,0005,0791,2380,101147,8083,03:16:51,34474133,133488731,-0008
00196328,0098,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-045,-011,2119,0799,0005,0791,2380,101148,8072,03:16:51,34474133,133488731,-0008
00196828,0098,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-044,-007,2114,0799,0005,0791,2380,101149,8062,03:16:52,34474131,133488731,-0008
00197328,0096,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-045,-004,2114,0799,0005,0791,2380,101150,8054,03:16:52,34474131,133488731,-0008
00197828,0096,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-040,-009,2114,0799,0005,0791,2381,101148,8049,03:16:53,34474131,133488731,-0008
00198328,0098,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-043,-013,2110,0799,0005,0791,2382,101150,8044,03:16:53,34474131,133488731,-0008
00198828,0096,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-048,-008,2110,0799,0005,0791,2382,101148,8041,03:16:54,34474131,133488731,-0008
00199328,0098,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-038,-003,2114,0799,0005,0791,2384,101151,8039,03:16:54,34474131,133488731,-0008
00199828,0096,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-047,-004,2133,0799,0005,0791,2385,101149,8036,03:16:55,34474131,133488731,-0008
00200328,0098,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-047,-007,2119,0799,0005,0791,2385,101150,8035,03:16:55,34474131,133488731,-0008
00200828,0096,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-046,-009,2114,0799,0005,0791,2386,101150,8034,03:16:56,34474131,133488731,-0008
00201328,0098,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-043,-005,2119,0799,0005,0791,2386,101149,8027,03:16:56,34474131,133488731,-0008
00201828,0098,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-043,-011,2110,0799,0005,0791,2387,101152,8024,03:16:57,34474131,133488731,-0008
00202328,0096,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-045,-003,2114,0799,0005,0791,2387,101149,8019,03:16:57,34474131,133488731,-0008
00202828,0100,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-044,-006,2119,0799,0005,0791,2388,101148,8014,03:16:58,34474131,133488731,-0008
00203328,0098,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-041,+000,2114,0799,0005,0791,2389,101149,8010,03:16:58,34474131,133488731,-0008
00203828,0102,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-045,-008,2119,0799,0005,0791,2390,101150,8006,03:16:59,34474131,133488731,-0008
00204328,0100,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-050,-008,2124,0799,0005,0791,2390,101150,8002,03:16:59,34474131,133488731,-0008
00204828,0107,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-050,-003,2119,0799,0005,0791,2390,101152,7996,03:17:00,34474131,133488731,-0008
00205328,0109,0000,0000,0000,00,0000,000,180,085,00,+,1,0,-048,-006,2119,0799,0005,0791,2391,101152,7991,03:17:00,34474131,133488731,-0008
00205828,0109,0000,0000,0000,00,0000,000,180,088,00,+,1,0,-048,-005,2114,0799,0011,0791,2391,101153,7988,03:17:01,34474131,133488731,-0007
00206328,0105,0000,0000,0000,00,0000,000,161,099,00,+,1,0,-048,+001,2124,0766,0067,0791,2391,101149,7987,03:17:01,34474131,133488731,-0007
00206828,0117,0000,0000,0000,00,0000,000,138,093,00,+,1,0,-033,-012,2114,0787,0112,0791,2391,101149,7989,03:17:02,34474131,133488731,-0007
00207328,0107,0000,0000,0000,00,0000,000,090,092,00,+,1,0,-034,-009,2119,0786,0109,0791,2392,101151,7990,03:17:02,34474131,133488731,-0007
00207828,0117,0000,0000,0000,00,0000,000,074,094,00,+,1,0,-047,-010,2119,0764,0093,0791,2393,101149,7992,03:17:03,34474131,133488731,-0007
00208328,0109,0000,0000,0000,00,0000,000,001,092,00,+,1,0,-046,-001,2124,0791,0055,0791,2393,101151,7993,03:17:03,34474131,133488731,-0007
00208828,0105,0000,0000,0000,00,0000,000,000,090,00,+,1,0,-048,-018,2119,0796,0030,0791,2394,101151,7993,03:17:04,34474130,133488731,-0007
00209328,0111,0000,0000,0000,00,0000,000,000,087,00,+,1,0,-043,-010,2124,0796,0034,0789,2394,101151,7992,03:17:04,34474130,133488731,-0007
00209828,0107,0000,0000,0000,00,0000,000,000,087,00,+,1,0,-054,-009,2128,0796,0034,0791,2395,101153,7991,03:17:05,34474130,133488733,-0007
00210328,0119,0000,0000,0000,00,0000,000,000,087,00,+,1,0,-045,-009,2119,0784,0034,0791,2395,101152,7990,03:17:05,34474130,133488733,-0007
00210828,0098,0000,0000,0000,00,0000,000,000,087,00,+,1,0,-043,-005,2114,0794,0035,0791,2396,101152,7990,03:17:06,34474130,133488733,-0007
00211328,0119,0000,0000,0000,00,0000,000,010,087,00,+,1,0,-041,-006,2124,0798,0008,0791,2397,101151,7988,03:17:06,34474130,133488733,-0007
00211828,0096,0000,0000,0000,00,0000,000,013,087,00,+,1,0,-035,-010,2124,0797,0020,0791,2397,101151,7986,03:17:07,34474130,133488733,-0007
00212328,0102,0000,0000,0000,00,0000,000,091,084,00,+,1,0,-047,+003,2119,0794,0043,0791,2397,101153,7982,03:17:07,34474130,133488733,-0007
00212828,0096,0000,0000,0000,00,0000,000,096,081,00,+,1,0,-050,-013,2128,0797,0026,0791,2397,101152,7979,03:17:08,34474130,133488733,-0007
00213328,0096,0000,0000,0000,00,0000,000,096,082,00,+,1,0,-050,-005,2133,0798,0013,0791,2398,101152,7978,03:17:08,34474130,133488733,-0007
00213828,0096,0000,0000,0000,00,0000,000,095,083,00,+,1,0,-050,-003,2114,0773,0085,0791,2398,101151,7975,03:17:09,34474130,133488735,-0006
00214328,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-034,-015,2119,0792,0054,0791,2399,101151,7972,03:17:09,34474130,133488735,-0006
00214828,0096,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-048,-002,2119,0788,0055,0791,2399,101151,7966,03:17:10,34474130,133488735,-0006
00215328,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-039,-005,2114,0793,0056,0791,2399,101150,7962,03:17:10,34474130,133488735,-0006
00215828,0096,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-041,-005,2124,0792,0061,0791,2399,101149,7957,03:17:11,34474130,133488735,-0006
00216328,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-049,-001,2124,0770,0060,0791,2400,101149,7953,03:17:11,34474130,133488735,-0006
00216828,0096,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-048,-011,2124,0792,0055,0791,2400,101150,7952,03:17:12,34474130,133488736,-0006
00217328,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-047,-003,2114,0792,0056,0791,2399,101150,7950,03:17:12,34474130,133488736,-0006
00217828,0096,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-047,-002,2124,0793,0058,0791,2400,101151,7947,03:17:13,34474130,133488736,-0006
00218328,0096,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-054,-005,2114,0793,0048,0791,2400,101148,7946,03:17:13,34474130,133488736,-0006
00218828,0096,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-048,-006,2119,0792,0060,0789,2401,101150,7945,03:17:14,34474130,133488738,-0006
00219328,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-041,-010,2124,0794,0025,0791,2402,101150,7942,03:17:14,34474130,133488738,-0006
00219828,0096,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-044,-007,2128,0792,0061,0791,2402,101149,7938,03:17:15,34474130,133488738,-0006
00220328,0096,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-039,-002,2114,0792,0059,0791,2402,101150,7935,03:17:15,34474130,133488738,-0006
00220828,0096,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-037,-005,2128,0788,0055,0791,2402,101150,7931,03:17:16,34474130,133488738,-0005
00221328,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-040,-005,2119,0793,0049,0791,2402,101151,7927,03:17:16,34474130,133488738,-0005
00221828,0096,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-041,-009,2119,0792,0046,0791,2403,101150,7924,03:17:17,34474131,133488740,-0005
00222328,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-040,-004,2114,0780,0042,0791,2403,101153,7920,03:17:17,34474131,133488740,-0005
00222828,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-047,-007,2124,0793,0051,0791,2405,101151,7918,03:17:18,34474131,133488740,-0005
00223328,0100,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-044,-005,2124,0791,0051,0789,2406,101149,7918,03:17:18,34474131,133488740,-0005
00223828,0100,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-047,-008,2124,0791,0055,0791,2407,101147,7917,03:17:19,34474131,133488740,-0005
00224328,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-047,-008,2133,0793,0053,0791,2407,101149,7914,03:17:19,34474131,133488740,-0005
00224828,0107,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-042,-016,2124,0793,0035,0791,2408,101149,7913,03:17:20,34474131,133488740,-0005
00225328,0105,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-047,-001,2128,0793,0053,0791,2408,101149,7911,03:17:20,34474131,133488740,-0005
00225828,0109,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-031,-016,2124,0796,0040,0791,2409,101148,7907,03:17:21,34474131,133488740,-0005
00226328,0102,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-048,-015,2138,0780,0052,0791,2408,101151,7900,03:17:21,34474131,133488740,-0005
00226828,0117,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-045,-002,2128,0792,0049,0791,2408,101150,7895,03:17:22,34474131,133488740,-0004
00227328,0105,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-043,-005,2124,0793,0046,0791,2409,101151,7893,03:17:22,34474131,133488740,-0004
00227828,0119,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-042,-007,2133,0793,0051,0791,2410,101151,7891,03:17:23,34474131,133488740,-0004
00228328,0111,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-048,-014,2128,0793,0049,0789,2410,101151,7889,03:17:23,34474131,133488740,-0004
00228828,0102,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-043,-004,2124,0793,0041,0791,2411,101151,7886,03:17:24,34474131,133488740,-0004
00229328,0111,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-045,-008,2128,0792,0054,0789,2411,101150,7884,03:17:24,34474131,133488740,-0004
00229828,0102,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-044,-007,2133,0779,0044,0791,2412,101153,7881,03:17:25,34474131,133488740,-0004
00230328,0109,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-051,-005,2128,0793,0043,0791,2413,101151,7881,03:17:25,34474131,133488740,-0004
time [ms],altitude [cm],airspeed [x0.01 m/s],angle_of_attack [x0.1 deg],airdata_pressure [hPa],airdata_temperature [degC],rotation [x0.1 rpm],rotation_voltage [0.01 V],elevator_angle [deg],rudder_angle [deg],trim [deg],trim_sign,servo_received,screen_toggle,pitch [x0.1 deg],roll [x0.1 deg],gyro_temperature [x0.01 degC],servo_voltage [x0.01 V],servo_current [x0.01 A],main_voltage [x0.01 V],temperature [x0.01 degC],pressure [x0.01 hPa],humidity [x0.01 p.c.],GPS_time (GMT+9:00),latitude [x0.000001 deg],longitude [x0.000001 deg],GPS_altitude [x0.1 cm]
00000884,0046,0000,0000,0000,00,0000,000,090,090,00,+,0,0,-027,-040,2006,0000,0000,0390,2245,101205,9092,00:00:00,00000000,000000000,00000
00001384,0163,0000,2984,1017,24,0000,000,090,090,00,+,1,0,-030,-044,2020,0017,0000,0789,2248,101209,9087,00:00:00,00000000,000000000,00000
00001884,0100,0000,2984,1017,24,0000,000,090,090,00,+,1,0,-021,-047,2020,0018,0000,0789,2251,101207,9078,00:00:00,00000000,000000000,00000
00002384,0121,0000,2974,1017,24,0000,000,090,090,00,+,1,0,-028,-034,2030,0018,0000,0789,2253,101209,9072,00:00:00,00000000,000000000,00000
00002913,0086,0000,2970,1017,24,0000,000,090,090,00,+,1,0,-028,-043,2025,0018,0000,0789,2255,101207,9065,00:00:00,00000000,000000000,00000
00003414,0113,0000,2953,1017,24,0000,000,090,090,00,+,1,0,-029,-035,2030,0018,0000,0789,2257,101209,9057,00:00:00,00000000,000000000,00000
00003917,0086,0000,2949,1017,24,0000,000,090,090,00,+,1,0,-034,-040,2030,0018,0000,0789,2259,101211,9044,00:00:00,00000000,000000000,00000
00004417,0094,0000,2889,1017,24,0000,000,090,090,00,+,1,0,-018,-043,2044,0018,0000,0789,2261,101208,9038,00:00:00,00000000,000000000,00000
00004929,0084,0000,2889,1017,24,0000,000,090,090,00,+,1,0,-028,-034,2039,0018,0000,0788,2263,101210,9029,00:00:00,00000000,000000000,00000
00005429,0096,0000,2879,1017,24,0000,000,090,090,00,+,1,0,-037,-035,2039,0017,0000,0789,2264,101209,9022,00:00:00,00000000,000000000,00000
00005944,0092,0000,2879,1017,24,0000,000,090,090,00,+,1,0,-033,-037,2044,0018,0000,0789,2266,101210,9013,00:00:00,00000000,000000000,00000
00006444,0098,0000,2879,1017,24,0000,000,090,090,00,+,1,0,-021,-039,2053,0018,0000,0789,2268,101208,9007,00:00:00,00000000,000000000,00000
00006944,0094,0033,2875,1017,24,0000,000,090,090,00,+,1,0,-023,-030,2053,0018,0000,0789,2270,101209,8998,00:00:00,00000000,000000000,00000
00007444,0111,0033,2875,1017,24,0000,000,090,090,00,+,1,0,-025,-040,2044,0018,0000,0789,2271,101209,8993,00:00:00,00000000,000000000,00000
00007991,0086,0033,2875,1017,24,0000,000,090,090,00,+,1,0,-020,-018,2053,0018,0000,0789,2273,101207,8985,00:00:00,00000000,000000000,00000
00008491,0119,0000,0337,1017,24,0000,000,090,090,00,+,1,0,-028,-038,2067,0018,0000,0789,2275,101208,8979,00:00:00,00000000,000000000,00000
00009016,0100,0000,0017,1017,24,0000,000,090,090,00,+,1,0,-018,-030,2063,0017,0000,0789,2276,101209,8972,00:00:00,00000000,000000000,00000
00009516,0096,0000,0815,1017,24,0000,000,090,090,00,+,1,0,-031,-037,2063,0017,0000,0789,2279,101210,8966,00:00:00,00000000,000000000,00000
00010017,0090,0000,0158,1017,24,0000,000,090,090,00,+,1,0,-032,-048,2053,0017,0000,0789,2280,101209,8959,00:00:00,00000000,000000000,00000
00010517,0092,0000,3420,1017,24,0000,000,090,090,00,+,1,0,-031,-039,2063,0017,0000,0789,2282,101210,8952,00:00:00,00000000,000000000,00000
00011017,0090,0000,0031,1017,24,0000,000,090,090,00,+,1,0,-027,-043,2072,0017,0000,0789,2284,101211,8944,00:00:00,00000000,000000000,00000
00011517,0088,0000,0116,1017,24,0000,000,090,090,00,+,1,0,-033,-042,2072,0018,0000,0789,2286,101211,8939,00:00:00,00000000,000000000,00000
00012019,0086,0000,3522,1017,24,0000,000,090,090,00,+,1,0,-030,-044,2067,0017,0000,0789,2288,101212,8931,00:00:00,00000000,000000000,00000
00012519,0098,0000,3522,1017,24,0000,000,090,090,00,+,1,0,-028,-039,2072,0017,0000,0789,2289,101210,8923,00:00:00,00000000,000000000,00000
00013019,0113,0000,3079,1017,24,0000,000,090,090,00,+,1,0,-025,-040,2072,0017,0000,0789,2290,101206,8916,00:00:00,00000000,000000000,00000
00013519,0094,0000,3079,1017,24,0000,000,090,090,00,+,1,0,-026,-055,2063,0017,0000,0789,2292,101210,8908,00:00:00,00000000,000000000,00000
00014019,0096,0000,3033,1017,24,0000,000,090,090,00,+,1,0,-077,-053,2077,0017,0000,0789,2294,101206,8902,00:00:00,00000000,000000000,00000
00014521,0098,0000,3005,1017,24,0000,000,090,090,00,+,1,0,+006,-043,2063,0017,0000,0789,2296,101209,8894,00:00:00,00000000,000000000,00000
00015067,0107,0000,3005,1017,24,0000,000,090,090,00,+,1,0,-034,-024,2063,0017,0000,0789,2297,101209,8885,00:00:00,00000000,000000000,00000
00015567,0107,0000,2949,1017,24,0000,000,090,090,00,+,1,0,-019,-042,2072,0017,0000,0788,2299,101208,8878,00:00:00,00000000,000000000,00000
00016067,0163,0000,2939,1017,24,0000,000,090,090,00,+,1,0,-025,-052,2077,0018,0000,0789,2300,101205,8868,00:00:00,00000000,000000000,00000
00016567,0107,0000,3037,1017,24,0000,000,090,090,00,+,1,0,-033,-049,2077,0018,0000,0789,2301,101208,8859,00:00:00,00000000,000000000,00000
00017107,0084,0000,3033,1017,24,0000,000,090,090,00,+,1,0,-034,-032,2072,0018,0000,0789,2302,101204,8848,00:00:00,00000000,000000000,00000
00017607,0115,0000,3002,1017,24,0000,000,090,090,00,+,1,0,-031,-051,2077,0017,0000,0789,2303,101209,8837,00:00:00,00000000,000000000,00000
00018130,0088,0016,2995,1017,24,0000,000,090,090,00,+,1,0,-037,-044,2081,0017,0000,0789,2304,101206,8829,05:43:37,34473286,000116681,00000
00018684,0086,0000,2917,1017,24,0000,000,090,090,00,+,1,0,-035,-046,2077,0017,0000,0789,2306,101207,8819,05:43:37,34473286,000116681,00000
00019184,0092,0000,2917,1017,24,0000,000,090,090,00,+,1,0,-019,-042,2081,0017,0000,0789,2307,101207,8811,05:43:38,34466731,000050005,00222
00019952,0084,0000,2917,1017,24,0000,000,090,090,00,+,1,0,-026,-053,2081,0017,0000,0789,2309,101209,8797,05:43:38,34466731,000050005,00222
00020452,0096,0000,2914,1017,24,0000,000,090,090,00,+,1,0,-025,-047,2081,0017,0000,0789,2311,101209,8789,05:43:38,34466731,000050005,00222
00020956,0088,0000,2914,1017,24,0000,000,090,090,00,+,1,0,-034,-048,2091,0017,0000,0788,2312,101209,8780,05:43:38,34466731,000050005,00222
00021456,0088,0000,2914,1017,24,0000,000,090,090,00,+,1,0,-045,-048,2091,0017,0000,0789,2313,101206,8773,05:43:38,34466731,000050005,00222
00021980,0086,0000,2914,1017,24,0000,000,090,090,00,+,1,0,-026,-049,2095,0017,0000,0789,2315,101207,8763,05:43:38,34466731,000050005,00222
00022480,0086,0000,2914,1017,24,0000,000,090,090,00,+,1,0,-039,-044,2100,0017,0000,0789,2317,101211,8756,05:43:38,34466731,000050005,00222
00023011,0086,0000,2914,1017,24,0000,000,090,090,00,+,1,0,-031,-046,2100,0018,0000,0789,2318,101208,8746,05:43:38,34466731,000050005,00222
00023511,0086,0000,2914,1017,24,0000,000,090,090,00,+,1,0,-015,-038,2091,0017,0000,0789,2320,101213,8740,05:43:38,34466731,000050005,00222
00024011,0084,0000,2914,1017,24,0000,000,090,090,00,+,1,0,-031,-043,2100,0017,0000,0789,2321,101213,8733,05:43:38,34466731,000050005,00222
00024511,0086,0000,2914,1017,24,0000,000,090,090,00,+,1,0,-028,-052,2086,0017,0000,0789,2322,101211,8724,05:43:38,34466731,000050005,00222
00025011,0086,0000,2914,1017,24,0000,000,090,090,00,+,1,0,-022,-060,2100,0018,0000,0789,2324,101207,8718,05:43:38,34466731,000050005,00222
00025511,0084,0000,2914,1017,24,0000,000,090,090,00,+,1,0,-031,-042,2100,0018,0000,0789,2324,101209,8710,05:43:38,34466731,000050005,00222
00026011,0086,0000,2910,1017,24,0000,000,090,090,00,+,1,0,-029,-050,2110,0017,0000,0789,2326,101210,8699,05:43:38,34466731,000050005,00222
00026511,0086,0000,2910,1017,24,0000,000,090,090,00,+,1,0,-018,-063,2105,0018,0000,0789,2327,101211,8695,05:43:38,34466731,000050005,00222
00027056,0084,0000,2910,1017,24,0000,000,090,090,00,+,1,0,-025,-056,2100,0017,0000,0788,2329,101211,8687,05:43:38,34466731,000050005,00222
00027556,0084,0000,2910,1017,24,0000,000,090,090,00,+,1,0,-036,-046,2110,0018,0000,0789,2330,101211,8679,05:43:38,34466731,000050005,00222
00028058,0084,0000,2907,1017,24,0000,000,090,090,00,+,1,0,-033,-053,2110,0018,0000,0789,2332,101209,8672,05:43:38,34466731,000050005,00222
00028558,0086,0000,2903,1017,24,0000,000,090,090,00,+,1,0,-031,-041,2105,0018,0000,0789,2333,101209,8663,05:43:38,34466731,000050005,00222
00029065,0084,0000,2903,1017,24,0000,000,090,090,00,+,1,0,-026,-053,2114,0018,0000,0788,2334,101209,8656,05:43:38,34466731,000050005,00222
00029565,0086,0000,2900,1017,24,0000,000,090,090,00,+,1,0,-018,-048,2105,0018,0000,0789,2336,101210,8649,05:43:38,34466731,000050005,00222
00030065,0086,0000,2900,1017,24,0000,000,090,090,00,+,1,0,-032,-057,2114,0017,0000,0789,2337,101208,8641,05:43:38,34466731,000050005,00222
00030565,0092,0000,2896,1017,24,0000,000,090,090,00,+,1,0,-046,-042,2105,0017,0000,0788,2338,101207,8634,05:43:38,34466731,000050005,00222
00031070,0098,0000,2896,1017,24,0000,000,090,090,00,+,1,0,-051,-054,2114,0017,0000,0788,2340,101209,8623,05:43:38,34466731,000050005,00222
00031570,0086,0000,2896,1017,24,0000,000,090,090,00,+,1,0,-047,-046,2110,0017,0000,0789,2341,101210,8614,05:43:38,34466731,000050005,00222
00032089,0092,0000,2896,1017,24,0000,000,090,090,00,+,1,0,-048,-011,2114,0017,0000,0789,2342,101209,8607,05:43:38,34466731,000050005,00222
00032589,0100,0000,2896,1017,24,0000,000,090,090,00,+,1,0,-037,-048,2119,0017,0000,0788,2344,101207,8598,05:43:38,34466731,000050005,00222
00033089,0084,0000,2896,1017,24,0000,000,090,090,00,+,1,0,-032,-056,2110,0018,0000,0788,2345,101209,8591,05:43:52,34473253,133487420,00071
00033589,0105,0000,2896,1017,24,0000,000,090,090,00,+,1,0,-030,-048,2119,0018,0000,0789,2346,101209,8582,05:43:52,34473253,133487420,00071
00034089,0098,0000,2893,1017,24,0000,000,090,090,00,+,1,0,-043,-005,2114,0017,0000,0789,2348,101209,8576,05:43:53,34473253,000016668,00304
00034589,0100,0000,2893,1017,24,0000,000,090,090,00,+,1,0,-072,-079,2114,0017,0000,0789,2349,101211,8569,05:43:53,34473253,000016668,00304
00035113,0086,0000,2893,1017,24,0000,000,090,090,00,+,1,0,-028,-068,2114,0018,0000,0788,2352,101211,8561,05:43:53,34473253,000016668,00304
00035613,0105,0000,2893,1017,24,0000,000,090,090,00,+,1,0,-010,-021,2110,0017,0000,0788,2352,101212,8550,05:43:55,34473253,133487420,00071
00036120,0084,0000,2893,1017,24,0000,000,090,090,00,+,1,0,-032,-086,2105,0017,0000,0788,2353,101211,8540,05:43:55,34473253,133487420,00071
00036674,0092,0000,2889,1017,24,0000,000,090,090,00,+,1,0,+014,-062,2119,0017,0000,0788,2354,101210,8534,05:43:55,34473253,133487420,00071
00037193,0084,0000,2889,1017,24,0000,000,090,090,00,+,1,0,-055,-068,2114,0017,0000,0789,2355,101210,8527,05:43:56,34472380,000450045,00313
00037938,0084,0000,2889,1017,24,0000,000,090,090,00,+,1,0,-021,-052,2128,0017,0000,0788,2357,101208,8512,05:43:56,34472380,000450045,00313
00038438,0109,0000,2886,1017,24,0000,000,090,090,00,+,1,0,-040,-063,2124,0017,0000,0789,2358,101210,8505,05:43:56,34472380,000450045,00313
00038975,0086,0000,2879,1017,24,0000,000,090,090,00,+,1,0,-049,-053,2119,0017,0000,0788,2360,101210,8497,05:43:56,34472380,000450045,00313
