time*0.5 [s],altitude [cm],rotation [rpm],airspeed [m/s],pitch [deg],roll [deg]
142,0,24.6,2.833,-26.3,8.739999688120779
143,0,24.6,2.9400000000000004,-26.3,8.740000164003765
144,0,8.740000164003765,3.165,-26.3,8.740000200992508
145,0,8.740000200992508,2.5556,-26.3,8.7399999770308
146,0,8.7399999770308,1.9462,-26.3,8.7399998945542
147,0,10.6,1.3368,-26.3,8.739999984940411
148,0,10.6,0.7274,-26.3,8.740000044304336
149,0,10.6,0.0,-26.3,8.740000020364452
150,0,10.6,0.0,-26.3,8.73999998423884
151,0,10.6,0.0,-26.3,8.739999985680448
152,0,10.6,0.0,-26.3,8.740000003905697
153,0,10.6,0.0,-26.3,8.740000007698756
154,0,8.3,0.0,-26.3,8.740000000377638
155,0,8.3,0.0,-26.3,8.739999996380277
156,0,8.739999996380277,0.0,-26.3,8.739999998808562
157,0,8.739999998808562,0.0,-26.3,8.740000001434186
158,0,8.740000001434186,0.0,-26.3,8.740000000939883
159,0,8.740000000939883,0.0,-26.3,8.739999999588111
160,0,8.739999999588111,0.0,-26.3,8.739999999430205
161,0,7.8,0.0,-26.3,8.740000000040189
162,0,7.8,0.0,-26.3,8.740000000286516
163,0,8.740000000286516,0.0,-26.3,8.74000000005698
164,0,8.74000000005698,0.0,-26.3,8.7399999998804
165,0,8.7399999998804,0.0,-26.3,8.739999999938856
166,0,8.739999999938856,0.0,-26.3,8.74000000004059
167,0,8.74000000004059,0.0,-26.3,8.740000000040668
168,0,8.740000000040668,0.0,-26.3,8.739999999991499
169,0,8.739999999991499,0.0,-26.3,8.739999999978401
170,0,8.739999999978401,0.0,-26.3,8.739999999998002
