time [ms],altitude [cm],airspeed [x0.01 m/s],angle_of_attack [x0.1 deg],airdata_pressure [hPa],airdata_temperature [degC],rotation [x0.1 rpm],rotation_voltage [0.01 V],elevator_angle,rudder_angle,trim,trim_sign,servo_received,screen_toggle,pitch [x0.1 deg],roll [x0.1 deg],gyro_temperature [x0.01 degC],servo_voltage [x0.01 V],servo_current [x0.01 A],main_voltage [x0.01 V],temperature [x0.01 degC],pressure [x0.01 hPa],humidity [x0.01 p.c.],GPS_time (GMT+9:00),latitude [x0.000001 deg],longitude [x0.000001 deg],GPS_altitude [x0.1 cm]
00068572,0086,0000,0000,0000,00,0000,000,106,002,11,+,1,0,-042,-018,2561,0787,0029,0764,2817,101209,7975,
00069072,0086,0000,0000,0000,00,0000,000,106,002,11,+,1,0,-039,-012,2557,0794,0028,0762,2818,101206,7968,
00069572,0086,0000,0000,0000,00,0000,000,106,002,11,+,1,0,-037,-011,2566,0794,0042,0764,2819,101208,7961,
00070072,0086,0000,0000,0000,00,0000,000,106,002,11,+,1,0,-036,-013,2571,0785,0047,0762,2820,101209,7957,
00070572,0086,0000,0000,0000,00,0000,000,106,002,11,+,1,0,-040,-022,2566,0793,0046,0762,2820,101208,7951,
00071072,0086,0000,0000,0000,00,0000,000,106,002,11,+,1,0,-033,-016,2557,0793,0044,0764,2821,101210,7947,
00071572,0086,0000,0000,0000,00,0000,000,106,002,11,+,1,0,-045,-014,2566,0783,0040,0764,2823,101209,7940,
00072072,0086,0000,0000,0000,00,0000,000,105,002,11,+,1,0,-038,-014,2561,0780,0036,0762,2823,101208,7935,
00072572,0086,0000,0000,0000,00,0000,000,105,002,11,+,1,0,-039,-012,2571,0794,0036,0762,2825,101207,7929,
00073072,0086,0000,0000,0000,00,0000,000,105,002,11,+,1,0,-032,-015,2561,0794,0033,0764,2826,101210,7923,
00073572,0086,0000,0000,0000,00,0000,000,105,002,11,+,1,0,-035,-015,2561,0794,0037,0762,2827,101209,7919,
